Code,Name,Level,Card_type,Color,Form,Attribute,Digimon_type,DP,Play_cost,Digivolve_cost_1,Digivolve_level_1,Digivolve_cost_2,Digivolve_level_2,Effect,Digivolve_effect,Security_effect,Deck_type,Deck_name
BT1-012,Biyomon,3,Digimon,Red,Rookie,Vaccine,Bird,2000,3,0,2,NULL,NULL,NULL,"[Your Turn] When this Digimon is blocked, it gets +2000 DP.",NULL,booster, New Evolution [Bt-01]
BT1-013,Muchomon,3,Digimon,Red,Rookie,Data,Avian,5000,3,1,2,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-014,Kokatorimon,4,Digimon,Red,Champion,Data,Giant Bird,4000,3,2,3,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-016,Tyrannomon,4,Digimon,Red,Champion,Data,Dinosaur,4000,4,2,3,NULL,NULL,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),NULL,NULL,booster, New Evolution [Bt-01]
BT1-017,Birdramon,4,Digimon,Red,Champion,Vaccine,Giant Bird,4000,4,2,3,NULL,NULL,[On Play] One of your Digimon gains ＜Security Attack +1＞ (This Digimon checks 1 additional security card) for the turn.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-018,Flarerizamon,4,Digimon,Red,Champion,Data,Fire Dragon,4000,5,2,3,NULL,NULL,"[Your Turn] If you have 3 or more memory, this Digimon gains ＜Security Attack +1＞ (This Digimon checks 1 additional security card.)",NULL,NULL,booster, New Evolution [Bt-01]
BT1-021,MetalGreymon,5,Digimon,Red,Ultimate,Vaccine,Cyborg,7000,6,3,4,NULL,NULL,"[When Attacking] Gain 3 memory. At end of turn, lose 3 memory.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-022,Garudamon,5,Digimon,Red,Ultimate,Vaccine,Birdkin,7000,7,3,4,NULL,NULL,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives, check a security card.)","[Your Turn] When this Digimon is blocked, trigger ＜Draw 1＞ (Draw 1 card from your deck.)",NULL,booster, New Evolution [Bt-01]
BT1-023,SkullGreymon,5,Digimon,Red,Ultimate,Virus,Undead,7000,7,3,4,NULL,NULL,[On Play] Delete 1 of your opponent's Digimon with ＜Blocker＞.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-024,MetalTyrannomon,5,Digimon,Red,Ultimate,Virus,Cyborg,10000,7,3,4,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-025,WarGreymon,6,Digimon,Red,Mega,Vaccine,Dragonkin,11000,12,3,5,NULL,NULL,[When Digivolving] This Digimon gains ＜Security Attack +1＞ (This Digimon checks 1 additional security card) for the turn. [Your Turn] This card doesn't activate [Security] skills on Option Cards it checks.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-026,Brakedramon,6,Digimon,Red,Mega,Virus,Machine Dragon,11000,12,3,5,NULL,NULL,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives, check a security card.)",NULL,NULL,booster, New Evolution [Bt-01]
BT1-027,Armadillomon,3,Digimon,Blue,Rookie,Free,Mammal,4000,2,1,2,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-029,Gabumon,3,Digimon,Blue,Rookie,Data,Reptile,1000,3,0,2,NULL,NULL,[On Play] Trigger ＜Draw 1＞ (Draw 1 card from your deck).,NULL,NULL,booster, New Evolution [Bt-01]
BT1-030,Gomamon,3,Digimon,Blue,Rookie,Vaccine,Sea Beast,3000,3,0,2,NULL,NULL,NULL,[On Deletion] Gain 1 memory.,NULL,booster, New Evolution [Bt-01]
BT1-031,Monmon,3,Digimon,Blue,Rookie,Vaccine,Beast,1000,4,1,2,NULL,NULL,"＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)",NULL,NULL,booster, New Evolution [Bt-01]
BT1-032,Frigimon,4,Digimon,Blue,Champion,Vaccine,Ice-Snow,4000,4,2,3,NULL,NULL,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),NULL,NULL,booster, New Evolution [Bt-01]
BT1-033,Orcamon,4,Digimon,Blue,Champion,Vaccine,Sea Animal,4000,4,2,3,NULL,NULL,NULL,"[Your Turn] While your opponent has a Digimon with no digivolution cards in play, this Digimon gets +1000 DP.",NULL,booster, New Evolution [Bt-01]
BT1-034,Ikkakumon,4,Digimon,Blue,Champion,Vaccine,Sea Beast,5000,5,2,3,NULL,NULL,NULL,[Your Turn] This Digimon can't be blocked by your opponent's Digimon with no digivolution cards.,NULL,booster, New Evolution [Bt-01]
BT1-035,Leomon,4,Digimon,Blue,Champion,Vaccine,Beastkin,5000,5,2,3,NULL,NULL,[On Deletion] Gain 2 memory.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-036,Garurumon,4,Digimon,Blue,Champion,Vaccine,Beast,5000,6,2,3,NULL,NULL,[On Play] Unsuspend 1 of your Digimon.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-039,Cerberusmon,5,Digimon,Blue,Ultimate,Vaccine,Dark Animal,6000,6,3,4,NULL,NULL,[When Attacking][Twice Per Turn] You can unsuspend this Digimon by trashing 3 cards in your hand.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-040,WereGarurumon,5,Digimon,Blue,Ultimate,Vaccine,Beastkin,7000,6,3,4,NULL,NULL,"[When Attacking] Gain 3 memory. At end of turn, lose 3 memory.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-041,Zudomon,5,Digimon,Blue,Ultimate,Vaccine,Sea Beast,6000,7,3,4,NULL,NULL,[On Play]Trigger ＜Draw 2＞ (Draw 2 cards from your deck).,"[When Attacking] If your opponent has a Digimon with no digivolution cards in play, gain 1 memory.",NULL,booster, New Evolution [Bt-01]
BT1-042,LoaderLiomon,5,Digimon,Blue,Ultimate,Vaccine,Machine,10000,7,3,4,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-043,SaberLeomon,6,Digimon,Blue,Mega,Data,Ancient Animal,10000,11,3,5,NULL,NULL,[When Digivolving] Trash 4 digivolution cards under 1 of your opponent's Digimon.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-044,MetalGarurumon,6,Digimon,Blue,Mega,Data,Cyborg,11000,12,3,5,NULL,NULL,"[When Attacking] Play 1 level 4 or lower digivolution card under this card as another Digimon, without paying its memory cost.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-046,Kudamon,3,Digimon,Yellow,Rookie,Vaccine,Holy Beast,1000,3,0,2,NULL,NULL,"[When Attacking] If you have 4 or less cards in your hand, trigger ＜Draw 1＞ (Draw 1 card from your deck).",NULL,NULL,booster, New Evolution [Bt-01]
BT1-047,Tinkermon,3,Digimon,Yellow,Rookie,Virus,Fairy,3000,3,0,2,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-049,Labramon,3,Digimon,Yellow,Rookie,Vaccine,Beast,1000,3,0,2,NULL,NULL,NULL,"[Your Turn] When an opponent's Digimon is deleted by dropping to 0 DP, trigger ＜Draw 1＞ (Draw 1 card from your deck).",NULL,booster, New Evolution [Bt-01]
BT1-050,Liollmon,3,Digimon,Yellow,Rookie,Vaccine,Holy Beast,4000,3,0,2,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-051,Reppamon,4,Digimon,Yellow,Champion,Vaccine,Holy Beast,4000,3,2,3,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-052,Seasarmon,4,Digimon,Yellow,Champion,Vaccine,Holy Beast,4000,4,2,3,NULL,NULL,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),NULL,NULL,booster, New Evolution [Bt-01]
BT1-053,Darcmon,4,Digimon,Yellow,Champion,Vaccine,Angel,4000,4,2,3,NULL,NULL,"[Your Turn] When you play a level 3 yellow Digimon, if this Digimon is suspended, trigger ＜Draw 1＞ (Draw 1 card from your deck).",NULL,NULL,booster, New Evolution [Bt-01]
BT1-054,Liamon,4,Digimon,Yellow,Champion,Vaccine,Holy Beast,4000,4,3,3,NULL,NULL,"[When Attacking] If you have 3 or more memory, 1 of your opponent's Digimon gets -2000 DP for the turn.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-055,Angemon,4,Digimon,Yellow,Champion,Vaccine,Angel,3000,5,2,3,NULL,NULL,[On Play] 1 of your opponent's Digimon gets -3000 DP for the turn.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-056,Petermon,4,Digimon,Yellow,Champion,Data,Fairy,5000,5,2,3,NULL,NULL,[On Play] Play 1 [Tinkermon] from your hand or recycle bin without paying its memory cost.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-058,Chirinmon,5,Digimon,Yellow,Ultimate,Vaccine,Holy Beast,7000,6,3,4,NULL,NULL,"[When Attacking] Gain 3 memory. At end of turn, lose 3 memory.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-059,Piximon,5,Digimon,Yellow,Ultimate,Data,Fairy,9000,6,3,4,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-060,MagnaAngemon,5,Digimon,Yellow,Ultimate,Vaccine,Archangel,6000,7,3,4,NULL,NULL,[On Play] Trigger ＜Recovery +1 《Deck》＞ (Take the top card of your deck and place it on top of your security stack).,[Your Turn] This Digimon gets +1000 DP for every 3 security cards you have.,NULL,booster, New Evolution [Bt-01]
BT1-061,Mistymon,5,Digimon,Yellow,Ultimate,Virus,Magic Warrior,7000,7,3,4,NULL,NULL,[On Play] 2 of your opponent's Digimon get -3000 DP for the turn.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-063,Seraphimon,6,Digimon,Yellow,Mega,Vaccine,Seraph/Three Great Angels,10000,12,3,5,NULL,NULL,"[When Digivolving] Trigger ＜Recovery +1 《Deck》＞ (Take the top card of your deck and place it on top of your security stack).[Your Turn] If you have 3 or more security cards, this Digimon gains ＜Security Attack +1＞ (This Digimon checks 1 additional security card).",NULL,NULL,booster, New Evolution [Bt-01]
BT1-065,Mushroomon,3,Digimon,Green,Rookie,Virus,Vegetation,4000,2,1,2,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-066,Tentomon,3,Digimon,Green,Rookie,Vaccine,Insectoid,2000,3,0,2,NULL,NULL,NULL,[When Attacking] Suspend 1 of your opponent's Digimon with 3000 DP or less.,NULL,booster, New Evolution [Bt-01]
BT1-068,Kokuwamon,3,Digimon,Green,Rookie,Data,Machine,2000,4,1,2,NULL,NULL,NULL,"[Your Turn] If this Digimon is level 6 or above, it gains ＜Security Attack +1＞ (This Digimon checks 1 additional security card).",NULL,booster, New Evolution [Bt-01]
BT1-069,Ogremon,4,Digimon,Green,Champion,Virus,Demon,4000,4,2,3,NULL,NULL,＜Jamming＞ (This Digimon can't be deleted in battles against Security Digimon.),NULL,NULL,booster, New Evolution [Bt-01]
BT1-070,Kuwagamon,4,Digimon,Green,Champion,Virus,Insectoid,4000,4,2,3,NULL,NULL,[On Play] Suspend 1 of your opponent's Digimon.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-071,Vegiemon,4,Digimon,Green,Champion,Virus,Carnivorous Plant,4000,4,1,3,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-072,Woodmon,4,Digimon,Green,Champion,Virus,Vegetation,6000,5,2,3,NULL,NULL,"＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead.)[When Attacking] Lose 2 memory.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-075,Digitamamon,5,Digimon,Green,Ultimate,Data,Perfect,7000,6,3,4,NULL,NULL,"[When Attacking] Gain 3 memory. At end of turn, lose 3 memory.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-077,Okuwamon,5,Digimon,Green,Ultimate,Virus,Insectoid,6000,7,2,4,NULL,NULL,NULL,"[Your Turn] When this Digimon deletes an opponent's Digimon in battle and survives, gain 1 memory.",NULL,booster, New Evolution [Bt-01]
BT1-078,Jagamon,5,Digimon,Green,Ultimate,Vaccine,Vegetation,7000,7,3,4,NULL,NULL,[When Attacking] Reveal 3 cards from the top of your deck. You can digivolve this card into 1 level 6 green Digimon among them without paying its memory cost. Place the remaining cards at the bottom of your deck in any order.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-080,Titamon,6,Digimon,Green,Mega,Virus,Shaman,12000,10,2,5,NULL,NULL,NULL,NULL,NULL,booster, New Evolution [Bt-01]
BT1-081,HerculesKabuterimon,6,Digimon,Green,Mega,Vaccine,Insectoid,10000,12,3,5,NULL,NULL,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives, check a security card.)[End of Attack][Twice Per Turn] You can decrease your memory by 3 to unsuspend this Digimon.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-082,Rosemon,6,Digimon,Green,Mega,Data,Fairy,11000,12,3,5,NULL,NULL,"[Opponent's Turn] When an opponent's Digimon attacks a player, if this Digimon is suspended, suspend 1 of your opponent's Digimon.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-083,GranKuwagamon,6,Digimon,Green,Mega,Free,Insectoid,11000,13,4,5,NULL,NULL,"＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives, check a security card.)[Your Turn] This Digimon gets +4000 DP.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-085,Taichi Yagami,NULL,Tamer,Red,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Start of Your Turn] If you have 2 or less memory, set your memory to 3.[Your Turn] All of your red Digimon with 4 or more digivolution cards gain ＜Security Attack +1＞ (This Digimon checks 1 additional security card).",NULL,[Security] Play this card without paying its memory cost.,booster, New Evolution [Bt-01]
BT1-086,Yamato Ishida,NULL,Tamer,Blue,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Start of Your Turn] If you have 2 or less memory, set your memory to 3.[Your Turn] When you play a blue Digimon, you can suspend this Tamer to trash 1 digivolution card under 1 of your opponent's Digimon.",NULL,[Security] Play this card without paying its memory cost.,booster, New Evolution [Bt-01]
BT1-090,Gravity Crush,NULL,Option,Red,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"[Main] Gain 2 memory. At end of turn, lose 2 memory.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-091,Scrap Claw,NULL,Option,Red,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[Main] 1 of your Digimon gains ＜Piercing＞ (When this Digimon attacks and deletes an opponent's Digimon and survives, check a security card) for the turn.",NULL,NULL,booster, New Evolution [Bt-01]
BT1-092,Nuclear Laser,NULL,Option,Red,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,[Main] Trigger ＜Draw 2＞ (Draw 2 cards from your deck). Then 1 of your Digimon gets +2000 DP for the turn.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-093,Great Tornado,NULL,Option,Red,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,[Main] This Digimon gets +2000 DP and ＜Security Attack +1＞ (This Digimon checks 1 additional security card) for the turn.,NULL,[Security] Add this card to its owner's hand.,booster, New Evolution [Bt-01]
BT1-094,Oblivion Bird,NULL,Option,Red,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,[Main] Delete 1 of your opponent's Digimon with ＜Blocker＞.,NULL,[Security] Activate this card's [Main] effect.,booster, New Evolution [Bt-01]
BT1-095,Brave Shield,NULL,Option,Red,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,"[Main] Unsuspend 1 of your Digimon. Until the end of your opponent's next turn, that Digimon gains ＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).",NULL,"[Security] Unsuspend 1 of your Digimon. That Digimon gains ＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead) for the turn.",booster, New Evolution [Bt-01]
BT1-096,Emerald Blaze,NULL,Option,Blue,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,[Main] 1 of your DIgimon gets +3000 DP for the turn.,NULL,[Security] Trigger ＜Draw 1＞ (Draw 1 card from your deck). Then add this card to its owner's hand.,booster, New Evolution [Bt-01]
BT1-097,Boring Storm,NULL,Option,Blue,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,[Main] Trigger ＜Draw 1＞ (Draw 1 card from your deck).,NULL,[Security] Trigger ＜Draw 2＞ (Draw 2 cards from your deck).,booster, New Evolution [Bt-01]
BT1-098,V-Breath Arrow,NULL,Option,Blue,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,[Main] 1 of your Digimon gains ＜Jamming＞ (This Digimon isn't deleted in battles against Security Digimon) for the turn.,NULL,[Security] Add this card to its owner's hand.,booster, New Evolution [Bt-01]
BT1-099,Hearts Attack,NULL,Option,Blue,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,[Main] Trash all digivolution cards under 1 of your opponent's Digimon.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-100,Grace Cross Freezer,NULL,Option,Blue,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,"[Main] Until the end of your opponent's next turn, their Digimon without digivolution cards can't attack.",NULL,[Security] Your opponent's Digimon without digivolution cards can't attack for the turn.,booster, New Evolution [Bt-01]
BT1-101,Howling Crusher,NULL,Option,Blue,NULL,NULL,NULL,NULL,7,NULL,NULL,NULL,NULL,[Main] Trash all digivolution cards under all of your opponent's Digimon.,NULL,[Security] Activate this card's [Main] effect.,booster, New Evolution [Bt-01]
BT1-102,Blade of the True,NULL,Option,Yellow,NULL,NULL,NULL,NULL,2,NULL,NULL,NULL,NULL,[Main] Trigger ＜Draw 1＞ (Draw 1 card from your deck) for every 2 security cards you have.,NULL,[Security] Activate this card's [Main] effect.,booster, New Evolution [Bt-01]
BT1-103,Testament,NULL,Option,Yellow,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,"[Main] Until the end of your opponent's next turn, 1 of your Digimon gains ＜Blocker＞ (When an opponent's Digimon attacks, you may suspend this Digimon to force the opponent to attack it instead).",NULL,[Security] Trigger ＜Draw 1＞ (Draw 1 card from your deck). Then add this card to its owner's hand.,booster, New Evolution [Bt-01]
BT1-104,Golden Ripper,NULL,Option,Yellow,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,NULL,[Main] All of your Digimon gain the following effect for the turn: '[When Attacking] 1 of your opponent's Digimon gets -2000 DP for the turn.',NULL,NULL,booster, New Evolution [Bt-01]
BT1-105,Blast Fire,NULL,Option,Yellow,NULL,NULL,NULL,NULL,4,NULL,NULL,NULL,NULL,[Main] Change the original DP of 1 of your opponent's Digimon to 3000 until the end of your opponent's next turn.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-106,Symphony No. 1 ＜Polyphony＞,NULL,Option,Yellow,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,[Main] 1 of your opponent's Digimon gets -7000 DP for the turn.,NULL,NULL,booster, New Evolution [Bt-01]
BT1-107,Holy Wave,NULL,Option,Yellow,NULL,NULL,NULL,NULL,6,NULL,NULL,NULL,NULL,[Main] Trigger ＜Recovery +1 《Deck》＞ (Take the top card of your deck and place it on top of your security stack).,NULL,[Security] Activate this card's [Main] effect.,booster, New Evolution [Bt-01]
