"Code","Deck_Type","Deck_Name","Name","Card_Type","Form","Attribute","Type","Color","Card_Level","DP","Play_Cost","Cost_Digievolution1","Level_Digievolution1","Cost_Digievolution2","Level_Digievolution2","Effect","Digivolve_Effect","Security_Effect"
"BT7-063","Booster","Next Adventure","DarkKnightmon","Digimon","Ultimate","Virus","Dark Knight","Black","5",7000,7,3,"4",NA,NA,"[On Play] You may place 1 [SkullKnightmon] and/or 1 [DeadlyAxemon] from your hand or trash under this Digimon in its digivolution cards in any order. [All Turns] When this Digimon is deleted, you may play 1 [SkullKnightmon] and/or [DeadlyAxemon] from this Digimon's digivolution cards suspended without paying their memory costs.","-","-"
"BT7-063","Booster","Next Adventure","DarkKnightmon","Digimon","Ultimate","Virus","Dark Knight","Black","5",7000,7,3,"4",NA,NA,"[On Play] You may place 1 [SkullKnightmon] and/or 1 [DeadlyAxemon] from your hand and/or trash in this Digimon's digivolution cards in any order. [All Turns] When this Digimon is deleted, you may play 1 [SkullKnightmon] and/or 1 [DeadlyAxemon] from this Digimon's digivolution cards suspended without paying their memory costs.","-","-"
"BT7-064","Booster","Next Adventure","DoruGreymon","Digimon","Ultimate","Data","Beast Dragon/X-Antibody","Black","6",7000,8,3,"4",NA,NA,"[When Digivolving] You may place 1 black card with [X-Antibody] in its traits from your hand at the bottom of this Digimon's digivolution cards to prevent effects from deleting it or reducing its DP until the end of your opponent's next turn.","[Your Turn] While this Digimon has [X-Antibody] in its traits, it gains <Security Attack +1>. (This Digimon checks 1 additional security card.)","-"
"BT7-065","Booster","Next Adventure","Dorugoramon","Digimon","Mega","Data","Beast Dragon/X-Antibody","Black","6",11000,11,3,"5",NA,NA,"[Your Turn] For each card with [X-Antibody] in its traits in this Digimon's digivolution cards, this Digimon gets +1000 DP. [When Attacking][Once Per Turn] You may place 1 card with [X-Antibody] in its traits from your hand at the bottom of this Digimon's digivolution cards to delete up to 2 of your opponent's Digimon with play costs less than or equal to this Digimon's digivolution cards.","-","-"
"BT7-066","Booster","Next Adventure","AncientVolcanomon","Digimon","Mega","Virus","Ancient Mineral/Ten Warriors","Black","3",13000,13,5,"5",NA,NA,"[When Digivolving] <De-Digivolve 3> 1 of your opponent's Digimon. (Trash up to 3 cards from the top of one of your opponent's Digimon. If it has no digivolution cards, or becomes a level 3 Digimon, you can't trash any more cards.) [On Deletion] You may play 1 black level 4 or lower card with [Hybrid] in its traits from your hand without paying its memory cost.","-","-"
"BT7-067","Booster","Next Adventure","Ghostmon","Digimon","Rookie","Data","Ghost","Purple","3",5000,3,1,"2",NA,NA,"-","-","-"
"BT7-068","Booster","Next Adventure","Lopmon","Digimon","Rookie","Data","Beast","Purple","3",2000,3,0,"2",NA,NA,"-","[Your Turn][Once Per Turn] When you play a Tamer, gain 1 memory.","-"
"BT7-068","Booster","Next Adventure","Lopmon","Digimon","Rookie","Data","Beast","Purple","4",2000,3,0,"2",NA,NA,"-","[Your Turn][Once Per Turn] When you play a Tamer, gain 1 memory.","-"
"BT7-069","Booster","Next Adventure","Eyesmon: Scatter Mode","Digimon","Champion","Virus","Dark Dragon","Purple","6",4000,4,2,"3",NA,NA,"[On Deletion] <Draw 3>. (Draw 3 cards from your deck.) Then, trash 2 cards in your hand.","-","-"
"BT7-070","Booster","Next Adventure","Wendigomon","Digimon","Champion","Virus","Beastkin","Purple","6",5000,5,2,"3",NA,NA,"[When Digivolving] You may reveal the top 5 cards of your deck. Trash all Tamer cards among them. Place the remaining cards at the bottom of your deck in any order.","[Your Turn][Once Per Turn] When you play a Tamer, <Draw 1>. (Draw 1 card from your deck.)","-"
"BT7-071","Booster","Next Adventure","Loweemon","Digimon","Hybrid","Variable","Warrior","Purple","6",5000,5,2,"3",NA,NA,"You may digivolve this card from your hand onto one of your purple Tamers as if the Tamer is a level 3 purple Digimon.","-","-"
"BT7-072","Booster","Next Adventure","Eyesmon","Digimon","Champion","Virus","Dark Dragon","Purple","6",5000,6,2,"3",NA,NA,"When you trash this card in your hand using one of your effects, if [Eyesmon: Scatter Mode] is in your trash, you may play this card without paying its memory cost. [Your Turn] For each [Eyesmon: Scatter Mode] in your trash, this Digimon gets +2000 DP.","-","-"
"BT7-073","Booster","Next Adventure","KaiserLeomon","Digimon","Hybrid","Variable","Cyborg","Purple","6",6000,6,3,"3",1,"4","You may digivolve this card from your hand onto one of your purple Tamers as if the Tamer is a level 3 purple Digimon for a memory cost of 2. [When Digivolving] If a card with [Hybrid] in its traits or [Koichi Kimura] is in this Digimon's digivolution cards, this Digimon gains <Retaliation> until the end of your opponent's next turn. (When this Digimon is deleted after losing a battle, delete the Digimon it was battling.)","-","-"
"BT7-074","Booster","Next Adventure","Antylamon","Digimon","Ultimate","Virus","Holy Beast","Purple","6",7000,6,3,"4",NA,NA,"[When Digivolving] You may play 1 purple Tamer card with a play cost of 3 or less from your trash without paying its memory cost.","-","-"
"BT7-075","Booster","Next Adventure","Rhihimon","Digimon","Hybrid","Variable","Warrior","Purple","6",7000,7,3,"4",NA,NA,"When one of your Digimon with a Tamer card in its digivolution cards digivolves into this card in your hand, reduce the memory cost of the digivolution by 2. [On Deletion] If a card with [Hybrid] in its traits is in this Digimon's digivolution cards, you may play 1 purple Tamer card from your trash without paying its memory cost.","-","-"
"BT7-076","Booster","Next Adventure","Orochimon","Digimon","Ultimate","Virus","Dark Dragon","Purple","6",8000,8,3,"4",NA,NA,"When you trash this card in your hand using one of your effects, <Draw 1>. (Draw 1 card from your deck.)","[When Attacking][Once Per Turn] You may trash 1 card in your hand to gain 1 memory.","-"
"BT7-077","Booster","Next Adventure","Nidhoggmon","Digimon","Mega","Virus","Dark Dragon","Purple","6",11000,12,3,"5",NA,NA,"When you trash this card in your hand using one of your effects, gain 1 memory. [When Digivolving] You may trash 1 card in your hand to delete 1 of your opponent's level 4 or lower Digimon.","-","-"
"BT7-078","Booster","Next Adventure","AncientSphinxmon","Digimon","Mega","Virus","Ancient Mythical Beast/Ten Warriors","Purple","5",13000,13,5,"5",NA,NA,"[When Digivolving] You may delete 1 of your Digimon with [Ten Warriors] or [Hybrid] in its traits to delete 1 of your opponent's Digimon whose level is less than or equal to the deleted Digimon's level.[On Deletion] You may play 1 purple level 4 or lower card with [Hybrid] in its traits from your hand without paying its memory cost.","-","-"
"BT7-079","Booster","Next Adventure","Cherubimon","Digimon","Mega","Vaccine","Cherub","Purple","7",12000,13,4,"5",NA,NA,"[When Digivolving] You may play 1 purple Tamer card from your trash without paying its memory cost. Then, for each Tamer you have in play, delete 1 of your opponent's level 4 or lower Digimon. [On Deletion] For each Tamer you have in play, you may play 1 level 3 Digimon card from your trash without paying its memory cost.","-","-"
"BT7-079","Booster","Next Adventure","Cherubimon","Digimon","Mega","Vaccine","Cherub","Purple","3",12000,13,4,"5",NA,NA,"[When Digivolving] You may play 1 purple Tamer card from your trash without paying its memory cost. Then, for each Tamer you have in play, delete 1 of your opponent's level 4 or lower Digimon. [On Deletion] For each Tamer you have in play, you may play 1 level 3 Digimon card from your trash without paying its memory cost.","-","-"
"BT7-080","Booster","Next Adventure","Neemon","Digimon","Rookie","Data","Beast","White","5",2000,3,NA,NA,NA,NA,"[On Play] You may play 1 Tamer card with an inherited effect from your hand without paying its memory cost. [All Turns][Once Per Turn] When one of your Digimon with a Tamer card in its digivolution cards is deleted, you may play 1 Tamer card from your trash without paying its memory cost.","-","-"
"BT7-081","Booster","Next Adventure","Bokomon","Digimon","Rookie","Vaccine","Mutant","White","6",2000,3,NA,NA,NA,NA,"[On Play] Reveal the top 5 cards of your deck. Add 1 card with [Hybrid] or [Ten Warriors] in its traits and 1 Tamer card among them to your hand. Place the remaining cards at the bottom of your deck in any order. [Your Turn][Once Per Turn] When one of your Tamers digivolves, gain 2 memory.","-","-"
"BT7-082","Booster","Next Adventure","Sistermon Blanc (Awakened)","Digimon","Rookie","Vaccine","Puppet","White","3",5000,5,2,"3",NA,NA,"[On Play] You may place 1 [Sistermon Blanc] from your hand or trash at the bottom of this Digimon's digivolution cards to <Recovery +1 (Deck)>. (Place the top card of your deck on top of your security stack.) [On Deletion] Return 1 card with [Jesmon], [Huckmon], or [Sistermon] in its name other than [Sistermon Blanc (Awakened)] from your trash to your hand.","-","-"
"BT7-083","Booster","Next Adventure","Sistermon Noir (Awakened)","Digimon","Champion","Virus","Puppet","White","3",6000,6,2,"4",NA,NA,"[On Play] You may place 1 [Sistermon Ciel] from your hand or trash at the bottom of this Digimon's digivolution cards to delete 1 of your opponent's Digimon with a play cost of 5 or less. [On Deletion] Return 1 card with [Jesmon], [Huckmon], or [Sistermon] in its name other than [Sistermon Ciel (Awakened)] from your trash to your hand.","-","-"
"BT7-084","Booster","Next Adventure","Eosmon","Digimon","Mega","Unknown","Unknown","White","5",11000,12,3,"5",3,"5","[Your Turn] All of your other [Eosmon] get +1000 DP. [On Deletion] You may play 1 level 5 or lower [Eosmon] from your hand without paying its memory cost.","-","-"
"BT7-111","Booster","Next Adventure","Lucemon: Chaos Mode","Digimon","Ultimate","Virus","Demon Lord/Seven Great Demon Lords","Purple","6",12000,14,NA,NA,NA,NA,"Your [Lucemon] can digivolve into this card in your hand for a memory cost of 7, ignoring this card's digivolution requirements. For every 10 cards in your trash, reduce the memory cost when playing this card from your hand by 3. [On Play][When Digivolving] Delete 1 of your opponent's Tamers or level 6 or lower Digimon.","-","-"
"BT7-111","Booster","Next Adventure","Lucemon: Chaos Mode","Digimon","Ultimate","Virus","Demon Lord/Seven Great Demon Lords","Purple","3",12000,14,NA,NA,NA,NA,"Your [Lucemon] can digivolve into this card in your hand for a memory cost of 7, ignoring this card's digivolution requirements. For every 10 cards in your trash, reduce the memory cost when playing this card from your hand by 3. [On Play][When Digivolving] Delete 1 of your opponent's Tamers or level 6 or lower Digimon.","-","-"
"BT7-112","Booster","Next Adventure","Susanoomon","Digimon","Mega","Vaccine","Shaman","White","6",15000,15,7,"6",NA,NA,"You may digivolve this card from your hand onto one of your Tamers as if the Tamer is a level 6 Digimon by placing 10 Tamer cards and/or cards with [Hybrid] in their traits from your hand and/or trash at the bottom of your deck in any order.  <Security Attack +2> (This Digimon checks 2 additional security cards.)[When Digivolving] Delete 1 of your opponent's Digimon.","-","-"
"P-049","Booster","Next Adventure","Phoenixmon","Digimon","Mega","Vaccine","Holy Beast","Red","3",11000,11,3,"5",NA,NA,"[When Digivolving] If you have a Tamer in play, this Digimon gains <Security Attack +1> for the turn. (This Digimon checks 1 additional security card.) [Your Turn][Once Per Turn] When this Digimon is blocked, trash the top card of your opponent's security stack.","-","-"
"P-050","Booster","Next Adventure","WarGreymon","Digimon","Mega","Vaccine","Dragonkin","Red","3",12000,12,4,"5",NA,NA,"[When Digivolving] If you have a Tamer in play, delete 1 of your opponent's Digimon with 13000 DP or more. [When Attacking] Delete 1 of your opponent's Digimon with 4000 DP or less.","-","-"
"P-051","Booster","Next Adventure","MetalGarurumon","Digimon","Mega","Data","Cyborg","Blue","5",11000,11,3,"5",NA,NA,"[When Digivolving] If you have a Tamer in play, <Draw 2>. (Draw 2 cards from your deck.)  [Opponent's Turn] This Digimon can't be attacked.","-","-"
"P-052","Booster","Next Adventure","Vikemon","Digimon","Mega","Free","Beastkin","Blue","6",11000,12,4,"5",NA,NA,"[When Digivolving] If you have a Tamer in play, up to 3 of your opponent's Digimon with no digivolution cards can't attack until the end of your opponent's next turn. [When Attacking][Once Per Turn] Return 1 of your opponent's Digimon with no digivolution cards to its owner's hand.","-","-"
"P-053","Booster","Next Adventure","Ophanimon","Digimon","Mega","Vaccine","Throne/Three Great Angels","Yellow","3",11000,11,3,"5",NA,NA,"[When Digivolving] If you have a Tamer in play, 1 of your opponent's Digimon gets -5000 DP for the turn. [When Attacking] 1 of your opponent's Digimon and all of your opponent's Security Digimon get -2000 DP for the turn.","-","-"
"P-054","Booster","Next Adventure","Seraphimon","Digimon","Mega","Vaccine","Seraph/Three Great Angels","Yellow","6",11000,12,4,"5",NA,NA,"[When Digivolving] If you have a Tamer in play, <Recovery +1 (Deck)>. (Place the top card of your deck on top of your security stack.)[On Deletion] <Recovery +1 (Deck)>. (Place the top card of your deck on top of your security stack.)","-","-"
"P-055","Booster","Next Adventure","HerculesKabuterimon","Digimon","Mega","Vaccine","Insectoid","Green","5",11000,12,3,"5",NA,NA,"[When Digivolving] If you have a Tamer in play, suspend 1 of your opponent's Digimon. [Your Turn] When this Digimon deletes an opponent's Digimon in battle and survives, gain 1 memory.","-","-"
"P-056","Booster","Next Adventure","Rosemon","Digimon","Mega","Data","Fairy","Green","7",12000,12,4,"5",NA,NA,"<Digisorption -2> (When one of your Digimon digivolves into this card from your hand, you may suspend 1 of your Digimon to reduce the memory cost of the digivolution by 2.)[When Digivolving] If you have a Tamer in play, 1 of your opponent's Digimon can't attack or block until the end of their next turn.","-","-"
"BT7-085","Booster","Next Adventure","Takuya Kanbara","Tamer","-","-","-","Red",NA,NA,3,NA,NA,NA,NA,"[Security] Play this card without paying its memory cost. [Main][Once Per Turn] You may place 5 cards with [Hybrid] in their traits from your trash under this Tamer in any order to digivolve it into an [EmperorGreymon] in your hand for its digivolution cost as if this Tamer is a level 5 red Digimon.","[Your Turn] This Digimon gets +2000 DP. While this Digimon has 10000 DP or more, it gains <Security Attack +1>. (This Digimon checks 1 additional security card.)","-"
